Tanggal Lahir,Pergawean,Status Kawin,Penghasilan per Tahun,Tanggungan Ortu,Tanggungan Anak,Mulai Berlangganan,Transaksi Terakhir,Sembako,Elektronik,Hobi,Pakaian,Buku,Kesehatan,Jml Transaksi Diskon,Jml Transaksi App,Jml Transaksi Web,Jml Transaksi Outlet,Jml Kunjungan App,Komplain,Pulau,Urutan Terima Penawaran
4/31/1964,Karyawan,Menikah,"Rp58.512.000,- ",0,1,-2944,25,895558,10877,101560,13215,861,152702,5,3,4,8,8,Tidak pernah,NTB,
3/19/1952,Kepala Divisi,Lajang,"Rp62.000.000,- ",0,1,-2969,25,899558,877,101560,215,861,20702,1,6,6,13,4,Tidak pernah,Jawa,0
5/30/1956,Karyawan,Lajang,"Rp54.252.000,- ",1,1,-3058,25,178558,4877,26560,8215,4861,44702,5,4,1,5,6,Tidak pernah,Kalimantan,
4/6/1974,Kepala Divisi,Berumahtangga,"Rp45.068.000,- ",0,1,-3070,25,14558,877,3560,215,861,3702,1,1,0,2,7,Tidak pernah,Jawa,
7/19/1979,Karyawan,Lajang,"Rp60.474.000,- ",0,1,-3115,25,265558,199877,303560,234215,9861,170702,7,10,2,12,7,Tidak pernah,Sulawesi,
3/12/1979,Karyawan,Lajang,"Rp60.474.000,- ",0,1,-3115,25,265558,199877,303560,234215,9861,170702,7,10,2,12,7,Tidak pernah,Sumatera,
4/27/1981,C-level,Menikah,"Rp56.337.000,- ",1,1,-3120,25,349558,16877,144560,28215,5861,182702,5,8,5,4,8,Tidak pernah,Jawa,"[0, 2, 5]"
10/14/1987,Karyawan,Berumahtangga,"Rp22.434.000,- ",1,0,-3162,25,4558,12877,11560,3215,13861,15702,2,2,0,3,8,Tidak pernah,Jawa,
1/3/1982,Karyawan,Berumahtangga,"Rp61.416.000,- ",0,0,-3167,25,848558,154877,323560,201215,61861,78702,1,10,3,10,6,Tidak pernah,NTT,2
9/29/1975,Manager,Menikah,"Rp92.163.000,- ",0,0,-3225,25,817558,183877,797560,106215,163861,20702,0,5,11,5,2,Tidak pernah,Jawa,"[0, 4, 5]"
12/29/1956,Manager,Berumahtangga,"Rp58.656.000,- ",0,1,-3308,25,962558,12877,194560,16215,24861,12702,4,7,8,13,6,Tidak pernah,Jawa,4
12/9/1973,C-level,Menikah,,1,0,-3314,25,25558,3877,43560,17215,4861,17702,3,3,0,3,8,Tidak pernah,NTB,
10/5/1986,Wirausaha,Lajang,"Rp8.940.000,- ",1,0,-3337,25,1558,45877,3560,4215,6861,42702,3,3,1,3,8,Tidak pernah,Jawa,
1/8/1974,Karyawan,Menikah,"Rp26.751.000,- ",2,0,-2699,26,1558,1877,5560,215,3861,1702,1,1,0,2,8,Tidak pernah,Jawa,
3/5/1978,Karyawan,Menikah,"Rp71.427.000,- ",2,0,-2770,26,212558,123877,177560,15215,64861,23702,2,8,2,8,4,Tidak pernah,NTT,
6/27/1984,Karyawan,Berumahtangga,"Rp26.646.000,- ",1,0,-2800,26,11558,4877,20560,10215,3861,5702,2,2,0,4,6,Tidak pernah,NTT,
6/31/1974,Karyawan,Cerai,"Rp19.346.000,- ",1,0,-2811,26,2558,877,9560,3215,6861,2702,1,1,0,3,8,Tidak pernah,Sumatera,
2/14/1975,Karyawan,Lajang,"Rp56.243.000,- ",1,2,-2842,26,347558,877,35560,4215,3861,7702,6,4,2,8,5,Tidak pernah,NTT,
8/19/1970,Kepala Divisi,Menikah,"Rp59.892.000,- ",0,1,-2900,26,73558,877,13560,215,1861,702,1,2,1,3,3,Tidak pernah,Sumatera,
6/27/1965,Karyawan,Berumahtangga,"Rp71.613.000,- ",0,0,-2973,26,426558,49877,127560,111215,21861,42702,1,8,2,10,4,Tidak pernah,NTT,
5/27/1986,Karyawan,Menikah,"Rp25.252.000,- ",1,0,-3013,26,1558,3877,4560,2215,2861,6702,1,1,0,2,8,Tidak pernah,Kalimantan,
1/19/1975,Karyawan,Lajang,"Rp42.160.000,- ",1,1,-3027,26,48558,9877,45560,3215,15861,20702,4,2,1,4,6,Tidak pernah,Jawa,5
5/25/1979,Wirausaha,Lajang,"Rp15.862.000,- ",1,0,-3028,26,1558,1877,4560,11215,9861,10702,1,1,0,3,8,Tidak pernah,Jawa,
8/17/1974,Manager,Menikah,"Rp82.584.000,- ",0,0,-3051,26,1076558,68877,103560,29215,91861,68702,1,3,4,8,1,Tidak pernah,Jawa,"[3, 4, 5]"
3/12/1989,Karyawan,Menikah,"Rp38.360.000,- ",1,0,-3055,26,36558,2877,42560,20215,21861,10702,2,2,1,4,3,Tidak pernah,Kalimantan,
8/6/1957,Kepala Divisi,Menikah,"Rp75.283.000,- ",1,2,-3120,26,733558,9877,180560,12215,19861,66702,11,6,3,5,4,Tidak pernah,Bali,
10/22/1956,Manager,Berumahtangga,"Rp34.941.000,- ",1,1,-3141,26,39558,2877,25560,4215,3861,24702,2,3,0,3,8,Tidak pernah,Kalimantan,
3/26/1952,Karyawan,Lajang,"Rp61.823.000,- ",0,1,-3157,26,523558,7877,134560,37215,14861,169702,4,8,2,10,7,Tidak pernah,Kalimantan,
9/31/1956,Manager,Menikah,"Rp90.226.000,- ",0,0,-3302,26,1083558,108877,649560,253215,151861,108702,1,4,7,12,2,Tidak pernah,Bali,0
9/31/1974,Karyawan,Menikah,"Rp44.989.000,- ",0,1,-3316,26,98558,877,106560,49215,10861,106702,5,5,1,5,6,Tidak pernah,Jawa,
11/14/1974,Karyawan,Menikah,"Rp44.989.000,- ",0,1,-3316,26,98558,877,106560,49215,10861,106702,5,5,1,5,6,Tidak pernah,Jawa,
10/25/1980,Karyawan,Menikah,"Rp43.586.000,- ",0,1,-3329,26,99558,2877,11560,4215,861,16702,3,3,0,4,8,Tidak pernah,NTB,
4/17/1974,Karyawan,Lajang,"Rp32.233.000,- ",1,0,-3340,26,138558,15877,35560,25215,11861,72702,2,6,2,2,9,Tidak pernah,Jawa,"[2, 5]"
5/17/1969,Karyawan,Berumahtangga,"Rp62.882.000,- ",0,1,-3350,26,509558,133877,497560,78215,24861,97702,2,7,5,6,4,Tidak pernah,Kalimantan,
3/28/1963,Manager,Berumahtangga,"Rp57.288.000,- ",0,1,-2665,27,527558,877,21560,215,861,60702,3,8,1,8,6,Tidak pernah,Sumatera,3
2/6/1981,C-level,Berumahtangga,"Rp75.774.000,- ",1,0,-2719,27,340558,21877,134560,258215,14861,56702,1,7,5,8,4,Tidak pernah,Bali,
7/8/1981,C-level,Berumahtangga,"Rp75.774.000,- ",1,0,-2719,27,340558,21877,134560,258215,14861,56702,1,7,5,8,4,Tidak pernah,Jawa,
3/5/1988,Manager,Lajang,"Rp90.247.000,- ",0,0,-2722,27,1184558,32877,352560,21215,16861,16702,1,3,4,7,1,Tidak pernah,NTT,"[0, 3, 4, 5]"
8/5/1960,C-level,Lajang,"Rp32.218.000,- ",0,0,-2795,27,10558,24877,15560,13215,1861,30702,1,2,1,3,7,Tidak pernah,Jawa,"[2, 5]"
10/6/1988,Karyawan,Menikah,"Rp84.219.000,- ",0,0,-2808,27,434558,137877,400560,45215,137861,45702,1,3,4,10,1,Tidak pernah,Bali,
9/4/1988,Karyawan,Menikah,"Rp84.219.000,- ",0,0,-2808,27,434558,137877,400560,45215,137861,45702,1,3,4,10,1,Tidak pernah,Sumatera,
8/31/1966,Karyawan,Cerai,"Rp48.877.000,- ",0,1,-2836,27,102558,1877,15560,2215,861,24702,1,3,0,4,7,Tidak pernah,Jawa,
3/14/1950,Karyawan,Berumahtangga,"Rp60.905.000,- ",0,1,-2867,27,208558,17877,76560,36215,17861,38702,2,3,3,7,2,Tidak pernah,NTT,
12/21/1964,Karyawan,Menikah,"Rp75.236.000,- ",0,1,-2877,27,438558,66877,400560,12215,38861,114702,1,8,3,13,4,Tidak pernah,Jawa,
12/25/1953,Karyawan,Cerai,"Rp62.551.000,- ",0,0,-2884,27,125558,16877,98560,134215,21861,27702,1,6,7,4,3,Tidak pernah,Sulawesi,2
6/25/1983,Kepala Divisi,Berumahtangga,"Rp70.123.000,- ",0,0,-2935,27,1308558,877,396560,23215,861,702,1,5,7,4,3,Tidak pernah,Sulawesi,"[1, 3]"
10/26/1962,Karyawan,Lajang,"Rp50.785.000,- ",1,1,-2953,27,64558,1877,21560,215,1861,27702,2,2,1,3,6,Tidak pernah,Sumatera,
10/19/1970,C-level,Menikah,"Rp15.315.000,- ",0,0,-2991,27,7558,4877,13560,15215,8861,17702,2,2,0,4,5,Tidak pernah,Jawa,
1/29/1970,C-level,Menikah,"Rp15.315.000,- ",0,0,-2991,27,7558,4877,13560,15215,8861,17702,2,2,0,4,5,Tidak pernah,Jawa,
12/15/1970,Kepala Divisi,Berumahtangga,"Rp64.413.000,- ",0,1,-2993,27,200558,5877,44560,215,10861,20702,1,5,1,5,5,Tidak pernah,Jawa,
12/4/1981,Kepala Divisi,Menikah,"Rp87.171.000,- ",0,0,-3085,27,1001558,44877,107560,58215,44861,44702,1,6,7,11,2,Tidak pernah,Jawa,"[2, 4]"
9/14/1961,Karyawan,Lajang,"Rp30.081.000,- ",0,1,-3154,27,36558,877,2560,215,861,4702,1,1,0,3,7,Tidak pernah,Jawa,
1/26/1976,Karyawan,Lajang,"Rp20.180.000,- ",0,0,-3155,27,18558,42877,24560,15215,20861,18702,1,2,1,4,7,Tidak pernah,Jawa,
1/31/1976,Karyawan,Lajang,"Rp20.180.000,- ",0,0,-3155,27,18558,42877,24560,15215,20861,18702,1,2,1,4,7,Tidak pernah,Jawa,
8/24/1966,Karyawan,Cerai,"Rp55.686.000,- ",0,1,-3161,27,673558,877,199560,37215,47861,26702,2,6,3,5,4,Tidak pernah,Jawa,2
8/15/1959,C-level,Menikah,"Rp26.887.000,- ",0,1,-3165,27,6558,7877,4560,3215,4861,6702,1,1,0,3,6,Tidak pernah,Jawa,
10/17/1977,Kepala Divisi,Menikah,"Rp61.996.000,- ",0,1,-3175,27,1050558,12877,144560,215,861,24702,3,6,4,8,5,Tidak pernah,Jawa,"[0, 1, 3, 5]"
8/18/1952,Karyawan,Cerai,"Rp51.537.000,- ",0,1,-3228,27,787558,20877,204560,215,861,92702,3,2,2,11,8,Tidak pernah,Bali,
4/14/1962,Karyawan,Berumahtangga,"Rp72.025.000,- ",0,0,-3250,27,833558,33877,549560,151215,133861,233702,1,4,3,8,3,Tidak pernah,Jawa,
6/10/1971,Manager,Berumahtangga,"Rp30.538.000,- ",1,0,-3297,27,284558,877,52560,8215,3861,20702,4,9,0,4,10,Tidak pernah,Jawa,
11/21/1991,C-level,Lajang,"Rp61.618.000,- ",0,0,-3299,27,605558,91877,399560,215,45861,205702,2,3,6,8,3,Tidak pernah,Sulawesi,
6/23/1965,Karyawan,Menikah,"Rp77.343.000,- ",0,0,-2681,28,227558,151877,573560,98215,54861,31702,1,3,4,9,1,Tidak pernah,Sumatera,
1/25/1989,Karyawan,Menikah,"Rp75.433.000,- ",1,0,-2746,28,800558,877,297560,215,34861,57702,2,2,5,10,6,Tidak pernah,Jawa,"[0, 3]"
10/4/1962,Kepala Divisi,Duda,"Rp82.571.000,- ",0,0,-2749,28,861558,31877,558560,62215,95861,79702,0,6,5,13,2,Tidak pernah,Jawa,4
10/20/1954,Manager,Berumahtangga,"Rp60.033.000,- ",0,1,-2753,28,62558,1877,57560,19215,11861,48702,2,2,1,5,2,Tidak pernah,Jawa,
3/14/1983,Karyawan,Lajang,"Rp39.062.000,- ",1,0,-2757,28,23558,877,9560,215,861,12702,1,1,0,3,4,Tidak pernah,Jawa,2
7/10/1972,Karyawan,Menikah,"Rp30.023.000,- ",1,0,-2758,28,11558,877,16560,7215,6861,21702,1,2,0,3,8,Tidak pernah,Jawa,
10/6/1970,Karyawan,Lajang,"Rp30.015.000,- ",1,0,-2808,28,25558,877,22560,2215,3861,5702,2,1,0,4,5,Tidak pernah,Jawa,
12/13/1980,Karyawan,Menikah,"Rp33.228.000,- ",1,0,-2818,28,22558,2877,31560,7215,4861,5702,1,2,0,3,7,Tidak pernah,Jawa,
9/17/1967,Karyawan,Menikah,"Rp22.574.000,- ",2,1,-2905,28,25558,877,8560,2215,861,2702,2,2,0,3,7,Tidak pernah,Jawa,
11/5/1967,Karyawan,Menikah,"Rp22.574.000,- ",2,1,-2905,28,25558,877,8560,2215,861,2702,2,2,0,3,7,Tidak pernah,Jawa,
9/23/1957,Karyawan,Menikah,"Rp55.267.000,- ",0,1,-2912,28,161558,28877,136560,32215,3861,45702,4,3,4,6,3,Tidak pernah,Sumatera,
6/15/1958,Karyawan,Berumahtangga,"Rp66.886.000,- ",0,1,-2947,28,315558,4877,62560,41215,31861,146702,2,7,1,7,5,Tidak pernah,Jawa,
4/21/1971,Karyawan,Lajang,"Rp72.258.000,- ",0,1,-2951,28,522558,877,522560,227215,120861,134702,2,6,9,5,2,Tidak pernah,Sumatera,
9/20/1984,Kepala Divisi,Lajang,"Rp82.733.000,- ",0,0,-2953,28,712558,50877,420560,65215,38861,38702,1,8,4,7,4,Tidak pernah,Jawa,5
7/25/1963,Karyawan,Cerai,"Rp45.146.000,- ",1,1,-3010,28,33558,877,5560,215,861,15702,2,1,1,2,4,Tidak pernah,Sulawesi,
7/18/1990,C-level,Lajang,"Rp51.250.000,- ",1,0,-3117,28,342558,32877,230560,34215,32861,40702,5,10,5,4,9,Tidak pernah,Bali,2
6/19/1951,Karyawan,Menikah,"Rp32.871.000,- ",1,1,-3138,28,22558,2877,12560,215,2861,5702,1,1,0,3,4,Tidak pernah,NTT,
9/15/1978,C-level,Berumahtangga,"Rp63.855.000,- ",0,0,-3166,28,359558,35877,314560,93215,116861,89702,1,7,3,13,4,Tidak pernah,NTB,
4/18/1968,Kepala Divisi,Cerai,"Rp42.564.000,- ",0,1,-3204,28,324558,48877,186560,39215,18861,198702,6,6,8,4,7,Tidak pernah,Sumatera,"[2, 5]"
5/21/1972,C-level,Berumahtangga,"Rp46.344.000,- ",0,1,-3223,28,233558,20877,57560,8215,20861,91702,4,7,1,5,7,Tidak pernah,Sumatera,
5/24/1963,Karyawan,Menikah,"Rp50.437.000,- ",0,2,-3281,28,370558,9877,92560,6215,9861,4702,3,7,1,8,7,Tidak pernah,Jawa,
7/14/1960,Karyawan,Berumahtangga,"Rp70.971.000,- ",0,1,-3307,28,1001558,17877,572560,93215,125861,17702,7,11,11,5,7,Tidak pernah,Jawa,5
9/14/1977,Karyawan,Lajang,"Rp37.774.000,- ",2,0,-3325,28,173558,8877,107560,7215,2861,176702,4,7,2,3,9,Pernah,Jawa,"[2, 5]"
3/5/1963,Kepala Divisi,Menikah,"Rp4.023.000,- ",1,1,-2667,29,5558,877,1560,1215,1861,1702,15,0,0,0,19,Tidak pernah,Jawa,
8/23/1966,Karyawan,Lajang,"Rp33.279.000,- ",0,0,-2678,29,10558,3877,3560,215,861,702,1,0,0,3,3,Tidak pernah,Jawa,
11/25/1978,Karyawan,Menikah,"Rp42.693.000,- ",1,0,-2683,29,8558,4877,20560,6215,3861,16702,1,1,0,3,5,Tidak pernah,Jawa,
9/23/1952,Manager,Berumahtangga,"Rp70.545.000,- ",0,1,-2687,29,138558,39877,63560,55215,18861,21702,1,4,1,7,2,Tidak pernah,Kalimantan,
10/3/1957,Karyawan,Duda,"Rp65.486.000,- ",0,1,-2709,29,245558,19877,125560,37215,67861,14702,1,4,2,10,2,Tidak pernah,Kalimantan,
11/6/1981,Manager,Berumahtangga,"Rp77.882.000,- ",0,0,-2721,29,68558,129877,396560,188215,22861,15702,1,3,3,5,1,Tidak pernah,Bali,
8/28/1960,Karyawan,Berumahtangga,"Rp78.468.000,- ",0,0,-2742,29,434558,22877,388560,104215,22861,34702,1,10,7,10,4,Tidak pernah,NTT,0
2/11/1963,Karyawan,Berumahtangga,"Rp77.226.000,- ",0,1,-2782,29,631558,43877,239560,128215,76861,21702,2,6,8,12,3,Tidak pernah,Jawa,
4/28/1991,Manager,Lajang,"Rp90.638.000,- ",0,0,-2797,29,1156558,120877,915560,94215,144861,96702,1,3,4,10,1,Tidak pernah,Jawa,4
5/11/1991,Manager,Lajang,"Rp90.638.000,- ",0,0,-2797,29,1156558,120877,915560,94215,144861,96702,1,3,4,10,1,Tidak pernah,Bali,"[4, 5]"
11/22/1948,Karyawan,Berumahtangga,"Rp70.666.000,- ",0,0,-2866,29,398558,40877,367560,119215,122861,30702,1,7,4,4,4,Tidak pernah,Kalimantan,
11/27/1959,C-level,Cerai,"Rp59.052.000,- ",0,1,-2885,29,230558,35877,75560,63215,57861,31702,3,7,1,7,5,Tidak pernah,Bali,
11/6/1952,Wirausaha,Berumahtangga,"Rp13.084.000,- ",0,0,-2900,29,2558,877,7560,3215,7861,10702,1,1,0,3,6,Tidak pernah,NTT,
11/6/1949,Karyawan,Cerai,"Rp49.160.000,- ",0,1,-2913,29,122558,21877,43560,25215,10861,15702,2,3,1,6,6,Tidak pernah,Jawa,
8/24/1953,Karyawan,Cerai,"Rp23.272.000,- ",0,0,-2916,29,19558,3877,6560,4215,2861,12702,1,1,0,3,4,Tidak pernah,Jawa,
1/17/1963,Manager,Cerai,"Rp49.476.000,- ",0,1,-3035,29,386558,23877,95560,54215,41861,196702,4,2,11,5,2,Tidak pernah,Sumatera,
3/6/1965,Manager,Menikah,"Rp62.694.000,- ",1,1,-3038,29,379558,6877,157560,25215,91861,91702,5,9,3,7,7,Tidak pernah,Jawa,
3/17/1973,Kepala Divisi,Berumahtangga,"Rp57.906.000,- ",0,1,-3044,29,243558,11877,119560,10215,3861,15702,3,4,2,8,4,Tidak pernah,Sulawesi,
10/10/1982,Karyawan,Berumahtangga,"Rp71.853.000,- ",0,0,-3078,29,358558,108877,413560,141215,97861,32702,1,2,8,6,1,Tidak pernah,Jawa,
4/7/1982,Karyawan,Berumahtangga,"Rp71.853.000,- ",0,0,-3078,29,358558,108877,413560,141215,97861,32702,1,2,8,6,1,Tidak pernah,Jawa,
3/24/1959,Karyawan,Menikah,"Rp65.031.000,- ",0,1,-3130,29,258558,107877,291560,84215,37861,86702,4,10,3,13,7,Tidak pernah,NTB,
2/23/1960,Karyawan,Berumahtangga,"Rp30.507.000,- ",0,0,-3136,29,65558,36877,74560,38215,20861,110702,1,5,1,4,7,Tidak pernah,Jawa,
8/3/1970,Karyawan,Berumahtangga,"Rp67.419.000,- ",0,1,-3190,29,846558,84877,352560,91215,56861,42702,4,9,4,8,5,Tidak pernah,Sumatera,
6/12/1950,Karyawan,Menikah,"Rp59.462.000,- ",0,1,-3201,29,724558,17877,143560,215,8861,196702,2,9,2,12,7,Tidak pernah,NTT,
6/25/1994,Karyawan,Lajang,"Rp95.529.000,- ",0,0,-3234,29,770558,29877,890560,250215,27861,24702,1,7,3,7,3,Tidak pernah,Bali,"[4, 5]"
4/20/1953,Karyawan,Duda,"Rp53.653.000,- ",0,0,-3260,29,815558,10877,239560,28215,10861,108702,2,10,4,12,6,Tidak pernah,Jawa,
2/27/1980,Wirausaha,Menikah,"Rp25.965.000,- ",0,0,-3321,29,2558,2877,11560,41215,7861,11702,1,2,0,3,8,Tidak pernah,Jawa,
7/25/1970,Karyawan,Menikah,"Rp22.979.000,- ",1,0,-3322,29,16558,17877,19560,20215,21861,22702,3,3,2,2,8,Tidak pernah,Jawa,5
1/14/1951,Kepala Divisi,Lajang,"Rp64.950.000,- ",0,1,-3347,29,819558,877,72560,12215,861,63702,2,11,2,10,7,Tidak pernah,Bali,3
11/8/1985,Karyawan,Menikah,"Rp44.322.000,- ",1,0,-2674,30,46558,877,40560,3215,861,3702,2,3,0,3,8,Tidak pernah,Bali,
2/15/1983,Karyawan,Menikah,"Rp30.096.000,- ",1,0,-2699,30,5558,3877,11560,12215,5861,9702,1,2,0,3,6,Tidak pernah,NTB,
10/19/1983,Karyawan,Menikah,"Rp30.096.000,- ",1,0,-2699,30,5558,3877,11560,12215,5861,9702,1,2,0,3,6,Tidak pernah,Jawa,
7/13/1977,Karyawan,Lajang,"Rp56.628.000,- ",0,1,-2761,30,479558,5877,82560,7215,17861,171702,2,7,6,5,5,Tidak pernah,Sumatera,2
10/16/1977,C-level,Berumahtangga,"Rp82.326.000,- ",0,0,-2772,30,938558,142877,754560,159215,81861,183702,1,5,10,6,2,Tidak pernah,Jawa,"[0, 3, 4, 5]"
12/12/1995,Karyawan,Lajang,"Rp71.163.000,- ",0,0,-2773,30,283558,17877,372560,138215,106861,44702,1,3,8,12,1,Tidak pernah,NTB,
5/18/1978,Karyawan,Cerai,"Rp71.022.000,- ",0,1,-2799,30,909558,12877,278560,215,12861,242702,3,5,2,11,8,Tidak pernah,NTT,2
7/17/1954,C-level,Lajang,"Rp42.607.000,- ",0,1,-2885,30,156558,29877,56560,30215,32861,47702,2,3,2,7,3,Tidak pernah,Bali,
9/8/1975,Karyawan,Menikah,"Rp43.057.000,- ",0,1,-2903,30,213558,2877,44560,215,2861,5702,4,4,2,5,5,Tidak pernah,Jawa,
3/15/1975,Manager,Menikah,"Rp47.808.000,- ",0,1,-2913,30,123558,1877,26560,2215,861,72702,2,3,2,3,7,Tidak pernah,Jawa,2
5/16/1987,Karyawan,Lajang,"Rp29.236.000,- ",1,0,-2925,30,37558,4877,24560,16215,9861,9702,2,4,0,3,9,Tidak pernah,Jawa,
8/21/1969,Karyawan,Duda,"Rp40.590.000,- ",1,1,-2931,30,154558,877,50560,6215,11861,37702,5,3,4,3,6,Tidak pernah,Sumatera,2
4/23/1969,Karyawan,Duda,"Rp40.590.000,- ",1,1,-2931,30,154558,877,50560,6215,11861,37702,5,3,4,3,6,Tidak pernah,Sumatera,2
2/10/1959,Manager,Menikah,"Rp77.520.000,- ",0,1,-2966,30,940558,44877,396560,215,88861,58702,1,8,7,7,4,Tidak pernah,Jawa,"[0, 2, 4, 5]"
11/12/1981,Karyawan,Menikah,"Rp40.211.000,- ",1,1,-2995,30,51558,1877,7560,2215,1861,25702,2,2,1,2,8,Tidak pernah,Jawa,2
3/20/1973,Kepala Divisi,Berumahtangga,"Rp63.516.000,- ",1,1,-3019,30,141558,11877,114560,15215,14861,5702,4,4,1,7,5,Tidak pernah,Sumatera,
6/4/1974,Karyawan,Cerai,"Rp53.034.000,- ",1,1,-3056,30,160558,15877,196560,15215,11861,50702,8,6,1,7,8,Tidak pernah,NTT,
1/3/1975,Manager,Berumahtangga,"Rp22.669.000,- ",1,0,-3064,30,16558,14877,36560,37215,22861,48702,3,4,1,2,9,Tidak pernah,Jawa,5
4/20/1982,Karyawan,Menikah,"Rp79.908.000,- ",0,0,-3111,30,557558,129877,761560,29215,185861,111702,1,5,6,7,2,Tidak pernah,Jawa,4
10/18/1986,Kepala Divisi,Lajang,"Rp69.867.000,- ",0,0,-3114,30,196558,877,512560,33215,130861,54702,1,3,5,8,1,Tidak pernah,Bali,"[0, 5]"
11/28/1966,Karyawan,Cerai,"Rp70.287.000,- ",0,0,-3114,30,295558,35877,482560,121215,120861,40702,1,5,5,10,3,Tidak pernah,Kalimantan,5
12/29/1966,Karyawan,Lajang,"Rp37.070.000,- ",1,1,-3127,30,231558,7877,137560,4215,15861,39702,9,5,1,8,7,Tidak pernah,Bali,5
2/21/1966,Karyawan,Lajang,"Rp37.070.000,- ",1,1,-3127,30,231558,7877,137560,4215,15861,39702,9,5,1,8,7,Tidak pernah,Jawa,5
9/10/1966,Manager,Menikah,"Rp38.179.000,- ",1,1,-3133,30,38558,4877,22560,4215,2861,20702,4,3,1,3,7,Tidak pernah,Bali,
12/12/1983,Karyawan,Menikah,"Rp39.922.000,- ",1,0,-3161,30,29558,12877,59560,19215,1861,36702,2,3,0,4,8,Tidak pernah,Sulawesi,
4/5/1983,Karyawan,Menikah,"Rp39.922.000,- ",1,0,-3161,30,29558,12877,59560,19215,1861,36702,2,3,0,4,8,Tidak pernah,NTB,
3/9/1983,Karyawan,Menikah,"Rp39.922.000,- ",1,0,-3161,30,29558,12877,59560,19215,1861,36702,2,3,0,4,8,Tidak pernah,Bali,
11/26/1963,Manager,Lajang,"Rp64.191.000,- ",0,1,-3184,30,420558,15877,186560,151215,38861,15702,3,5,3,13,3,Tidak pernah,Jawa,
3/1/1975,C-level,Lajang,"Rp41.658.000,- ",1,1,-3258,30,8558,4877,12560,15215,4861,29702,2,1,1,2,4,Tidak pernah,Kalimantan,
6/25/1976,Karyawan,Cerai,"Rp40.780.000,- ",0,1,-3320,30,229558,27877,71560,13215,3861,34702,4,7,1,5,9,Tidak pernah,Sumatera,
8/29/1979,Karyawan,Berumahtangga,"Rp77.568.000,- ",0,1,-3334,30,1230558,877,396560,232215,178861,158702,1,10,2,8,5,Tidak pernah,Jawa,"[0, 3, 4]"
12/24/1985,Karyawan,Lajang,"Rp66.503.000,- ",1,0,-3345,30,91558,64877,128560,65215,3861,50702,2,4,3,6,3,Tidak pernah,Jawa,
5/17/1986,Karyawan,Menikah,"Rp83.512.000,- ",0,0,-2673,31,1060558,61877,835560,80215,20861,101702,1,4,7,10,1,Tidak pernah,Jawa,"[0, 1, 2, 4, 5]"
2/30/1964,Kepala Divisi,Menikah,"Rp31.686.000,- ",1,1,-2685,31,11558,877,5560,215,861,1702,2,1,0,3,6,Tidak pernah,Bali,
8/14/1976,Karyawan,Berumahtangga,"Rp71.322.000,- ",0,1,-2719,31,121558,24877,124560,24215,15861,42702,1,4,1,7,2,Tidak pernah,Kalimantan,
10/24/1988,Karyawan,Lajang,"Rp27.938.000,- ",1,0,-2723,31,13558,877,8560,2215,1861,5702,1,1,0,4,3,Tidak pernah,Kalimantan,
5/10/1951,Karyawan,Cerai,"Rp22.263.000,- ",1,1,-2752,31,17558,877,2560,215,861,2702,2,1,0,3,6,Pernah,Jawa,
7/9/1956,Karyawan,Berumahtangga,"Rp34.633.000,- ",2,1,-2818,31,8558,1877,5560,215,861,1702,1,1,0,2,6,Tidak pernah,Bali,
8/25/1981,Karyawan,Berumahtangga,"Rp42.162.000,- ",1,0,-2883,31,46558,7877,59560,2215,4861,27702,2,3,1,3,6,Tidak pernah,Jawa,"[2, 5]"
1/15/1976,Kepala Divisi,Berumahtangga,"Rp162.397.000,- ",1,1,-3052,31,85558,1877,16560,2215,1861,2702,0,0,0,1,1,Tidak pernah,Jawa,
1/23/1978,Karyawan,Duda,"Rp54.162.000,- ",1,1,-3129,31,5558,6877,10560,6215,5861,10702,1,1,0,3,4,Tidak pernah,Jawa,
7/4/1955,C-level,Cerai,"Rp41.769.000,- ",0,1,-3162,31,302558,29877,131560,32215,861,27702,6,8,1,7,8,Tidak pernah,Sulawesi,
7/16/1981,Kepala Divisi,Berumahtangga,"Rp44.953.000,- ",0,0,-3216,31,728558,17877,133560,11215,8861,124702,1,7,3,13,6,Tidak pernah,NTB,2
9/11/1978,Kepala Divisi,Menikah,"Rp37.717.000,- ",1,0,-3244,31,9558,877,6560,4215,1861,5702,1,1,0,2,9,Tidak pernah,Bali,
6/13/1978,Kepala Divisi,Menikah,"Rp37.717.000,- ",1,0,-3244,31,9558,877,6560,4215,1861,5702,1,1,0,2,9,Tidak pernah,Jawa,
7/22/1970,Karyawan,Berumahtangga,"Rp40.548.000,- ",0,1,-3288,31,110558,877,5560,2215,861,3702,2,2,1,4,5,Tidak pernah,Kalimantan,3
9/11/1975,C-level,Cerai,"Rp67.893.000,- ",0,1,-3297,31,711558,28877,142560,49215,18861,47702,2,3,2,9,8,Tidak pernah,Bali,
7/15/1953,Karyawan,Lajang,"Rp69.267.000,- ",0,0,-3306,31,778558,44877,499560,95215,73861,146702,2,3,4,5,7,Tidak pernah,Bali,5
7/22/1976,Wirausaha,Cerai,"Rp9.548.000,- ",1,0,-3351,31,558,1877,3560,10215,6861,9702,2,1,0,3,8,Tidak pernah,Sumatera,
5/19/1958,Karyawan,Lajang,"Rp68.281.000,- ",0,0,-3352,31,995558,112877,417560,42215,48861,41702,1,2,9,13,5,Tidak pernah,Jawa,5
